id,name,rank,salary,url,team,position,ht_wt,birthdate,college,draft_info,status,experience,birthplace
3056247,Kendrick Nunn,210,5250000.0,https://www.espn.com/nba/player/_/id/3056247/kendrick-nunn,Washington Wizards,Guard,"6' 3"", 190 lbs",8/3/1995 (27),Oakland,,Active,2nd Season,"Chicago, IL"
4080610,Hamidou Diallo,211,5200000.0,https://www.espn.com/nba/player/_/id/4080610/hamidou-diallo,Detroit Pistons,Shooting Guard,"6' 5"", 202 lbs",7/31/1998 (24),Kentucky,"2018: Rd 2, Pk 45 (BKN)",Game Time Decision,4th Season,"Queens, NY"
6446,Cory Joseph,212,5155500.0,https://www.espn.com/nba/player/_/id/6446/cory-joseph,Detroit Pistons,Point Guard,"6' 3"", 200 lbs",8/20/1991 (31),Texas,"2011: Rd 1, Pk 29 (SA)",Active,11th Season,"Henderson, NV"
2528693,Torrey Craig,213,5121951.0,https://www.espn.com/nba/player/_/id/2528693/torrey-craig,Phoenix Suns,Small Forward,"6' 7"", 221 lbs",12/19/1990 (32),SC Upstate,,Active,5th Season,"Columbia, SC"
4610139,Jeremy Sochan,214,5063520.0,https://www.espn.com/nba/player/_/id/4610139/jeremy-sochan,San Antonio Spurs,Forward,"6' 8"", 230 lbs",5/20/2003 (20),Baylor,"2022: Rd 1, Pk 9 (SA)",Active,Rookie,"Milton Keynes, England"
3062744,David Nwaba,215,5022000.0,https://www.espn.com/nba/player/_/id/3062744/david-nwaba,,Small Forward,,1/14/1993,Cal Poly,,,,"Los Angeles, CA"
4278039,Nickeil Alexander-Walker,216,5009633.0,https://www.espn.com/nba/player/_/id/4278039/nickeil-alexander-walker,Minnesota Timberwolves,Shooting Guard,"6' 5"", 205 lbs",9/2/1998 (24),Virginia Tech,"2019: Rd 1, Pk 17 (BKN)",Active,3rd Season,"Toronto, ON"
3929325,Furkan Korkmaz,217,5000000.0,https://www.espn.com/nba/player/_/id/3929325/furkan-korkmaz,Philadelphia 76ers,Shooting Guard,"6' 7"", 202 lbs",7/24/1997 (25),,"2016: Rd 1, Pk 26 (PHI)",Active,5th Season,"Bakirkoy, Turkey"
3102528,Dante Exum,218,5000000.0,https://www.espn.com/nba/player/_/id/3102528/dante-exum,,Point Guard,,7/13/1995,,"2014: Rd 1, Pk 5 (UTAH)",,,"Melbourne, VIC"
2799,Lou Williams,219,5000000.0,https://www.espn.com/nba/player/_/id/2799/lou-williams,,Shooting Guard,,10/27/1986,,"2005: Rd 2, Pk 45 (PHI)",,,"Memphis, TN"
4683021,Deni Avdija,220,4916160.0,https://www.espn.com/nba/player/_/id/4683021/deni-avdija,Washington Wizards,Small Forward,"6' 9"", 210 lbs",1/3/2001 (22),,"2020: Rd 1, Pk 9 (WSH)",Active,2nd Season,"Tel Aviv, Israel"
4023,Garrett Temple,221,4910000.0,https://www.espn.com/nba/player/_/id/4023/garrett-temple,New Orleans Pelicans,Small Forward,"6' 6"", 195 lbs",5/8/1986 (37),LSU,,Active,12th Season,"Baton Rouge, LA"
4278053,Davion Mitchell,222,4833600.0,https://www.espn.com/nba/player/_/id/4278053/davion-mitchell,Sacramento Kings,Point Guard,"6' 0"", 202 lbs",9/5/1998 (24),Baylor,"2021: Rd 1, Pk 9 (SAC)",Active,1st Season,"Hinesville, GA"
4432356,Johnny Davis,223,4810320.0,https://www.espn.com/nba/player/_/id/4432356/johnny-davis,Washington Wizards,Guard,"6' 4"", 195 lbs",2/27/2002 (21),Wisconsin,"2022: Rd 1, Pk 10 (WSH)",Active,Rookie,"La Crosse, WI"
4305,Ish Smith,224,4750000.0,https://www.espn.com/nba/player/_/id/4305/ish-smith,Denver Nuggets,Point Guard,"6' 0"", 175 lbs",7/5/1988 (34),Wake Forest,,Active,12th Season,"Concord, NC"
4397189,Jalen Smith,225,4670160.0,https://www.espn.com/nba/player/_/id/4397189/jalen-smith,Indiana Pacers,Power Forward,"6' 9"", 215 lbs",3/16/2000 (23),Maryland,"2020: Rd 1, Pk 10 (PHX)",Active,2nd Season,"Baltimore, MD"
4433137,Ziaire Williams,226,4591680.0,https://www.espn.com/nba/player/_/id/4433137/ziaire-williams,Memphis Grizzlies,Forward,"6' 9"", 185 lbs",9/12/2001 (21),Stanford,"2021: Rd 1, Pk 10 (NO)",Active,1st Season,"Lancaster, CA"
4997526,Ousmane Dieng,227,4569840.0,https://www.espn.com/nba/player/_/id/4997526/ousmane-dieng,Oklahoma City Thunder,Forward,"6' 9"", 185 lbs",5/21/2003 (20),,"2022: Rd 1, Pk 11 (NY)",Active,Rookie,
6591,Maurice Harkless,228,4564980.0,https://www.espn.com/nba/player/_/id/6591/maurice-harkless,,Small Forward,,5/11/1993,St John's,"2012: Rd 1, Pk 15 (PHI)",,,"Queens, NY"
3934673,Donte DiVincenzo,229,4500000.0,https://www.espn.com/nba/player/_/id/3934673/donte-divincenzo,Golden State Warriors,Shooting Guard,"6' 4"", 203 lbs",1/31/1997 (26),Villanova,"2018: Rd 1, Pk 17 (MIL)",Active,4th Season,"Newark, DE"
3209,Jeff Green,230,4500000.0,https://www.espn.com/nba/player/_/id/3209/jeff-green,Denver Nuggets,Power Forward,"6' 8"", 235 lbs",8/28/1986 (36),Georgetown,"2007: Rd 1, Pk 5 (BOS)",Active,14th Season,"Hyattsville, MD"
4395630,Devin Vassell,231,4437000.0,https://www.espn.com/nba/player/_/id/4395630/devin-vassell,San Antonio Spurs,Shooting Guard,"6' 5"", 200 lbs",8/23/2000 (22),Florida St,"2020: Rd 1, Pk 11 (SA)",Active,2nd Season,"Suwanee, GA"
3907498,Matisse Thybulle,232,4379527.0,https://www.espn.com/nba/player/_/id/3907498/matisse-thybulle,Portland Trail Blazers,Shooting Guard,"6' 5"", 201 lbs",3/4/1997 (26),Washington,"2019: Rd 1, Pk 20 (BOS)",Active,3rd Season,"Issaquah, WA"
4278077,Jarred Vanderbilt,233,4374000.0,https://www.espn.com/nba/player/_/id/4278077/jarred-vanderbilt,Los Angeles Lakers,Power Forward,"6' 8"", 214 lbs",4/3/1999 (24),Kentucky,"2018: Rd 2, Pk 41 (ORL)",Active,4th Season,"Houston, TX"
4431712,James Bouknight,234,4362240.0,https://www.espn.com/nba/player/_/id/4431712/james-bouknight,Charlotte Hornets,Shooting Guard,"6' 4"", 190 lbs",9/18/2000 (22),UConn,"2021: Rd 1, Pk 11 (CHA)",Active,1st Season,"Brooklyn, NY"
3906665,Brandon Clarke,235,4343920.0,https://www.espn.com/nba/player/_/id/3906665/brandon-clarke,Memphis Grizzlies,Power Forward,"6' 8"", 215 lbs",9/19/1996 (26),Gonzaga,"2019: Rd 1, Pk 21 (OKC)",Out,3rd Season,"Vancouver, BC"
4593803,Jalen Williams,236,4341480.0,https://www.espn.com/nba/player/_/id/4593803/jalen-williams,Oklahoma City Thunder,Forward,"6' 6"", 195 lbs",4/14/2001 (22),Santa Clara,"2022: Rd 1, Pk 12 (OKC)",Active,Rookie,"Gilbert, AZ"
4066218,Grant Williams,237,4306281.0,https://www.espn.com/nba/player/_/id/4066218/grant-williams,Boston Celtics,Power Forward,"6' 6"", 236 lbs",11/30/1998 (24),Tennessee,"2019: Rd 1, Pk 22 (BOS)",Game Time Decision,3rd Season,"Charlotte, NC"
4423545,Darius Bazley,238,4264629.0,https://www.espn.com/nba/player/_/id/4423545/darius-bazley,Phoenix Suns,Power Forward,"6' 9"", 216 lbs",6/12/2000 (23),,"2019: Rd 1, Pk 23 (UTAH)",Active,3rd Season,"Boston, MA"
4065733,Ty Jerome,239,4220057.0,https://www.espn.com/nba/player/_/id/4065733/ty-jerome,Golden State Warriors,Shooting Guard,"6' 5"", 195 lbs",7/8/1997 (25),Virginia,"2019: Rd 1, Pk 24 (PHI)",Active,3rd Season,"New Rochelle, NY"
4396993,Tyrese Haliburton,240,4215120.0,https://www.espn.com/nba/player/_/id/4396993/tyrese-haliburton,Indiana Pacers,Point Guard,"6' 5"", 185 lbs",2/29/2000 (23),Iowa State,"2020: Rd 1, Pk 12 (SAC)",Active,2nd Season,"Oshkosh, WI"
4395652,Nassir Little,241,4171548.0,https://www.espn.com/nba/player/_/id/4395652/nassir-little,Portland Trail Blazers,Small Forward,"6' 5"", 220 lbs",2/11/2000 (23),North Carolina,"2019: Rd 1, Pk 25 (POR)",Game Time Decision,2nd Season,"Orange Park, FL"
4702176,Joshua Primo,242,4144320.0,https://www.espn.com/nba/player/_/id/4702176/joshua-primo,,Shooting Guard,,12/24/2002,Alabama,"2021: Rd 1, Pk 12 (SA)",,,"Toronto, ON"
4433621,Jalen Duren,243,4124280.0,https://www.espn.com/nba/player/_/id/4433621/jalen-duren,Detroit Pistons,Center,"6' 11"", 250 lbs",11/18/2003 (19),Memphis,"2022: Rd 1, Pk 13 (CHA)",Active,Rookie,"Sharon Hill, PA"
2991155,Danuel House Jr.,244,4105000.0,https://www.espn.com/nba/player/_/id/2991155/danuel-house-jr.,Philadelphia 76ers,Small Forward,"6' 6"", 220 lbs",6/7/1993 (30),Texas A&M,,Active,6th Season,"Fresno, TX"
3135047,Justise Winslow,245,4097561.0,https://www.espn.com/nba/player/_/id/3135047/justise-winslow,Portland Trail Blazers,Power Forward,"6' 6"", 222 lbs",3/26/1996 (27),Duke,"2015: Rd 1, Pk 10 (MIA)",Game Time Decision,6th Season,"Houston, TX"
3906786,Dylan Windler,246,4037278.0,https://www.espn.com/nba/player/_/id/3906786/dylan-windler,Cleveland Cavaliers,Shooting Guard,"6' 7"", 196 lbs",9/22/1996 (26),Belmont,"2019: Rd 1, Pk 26 (CLE)",Game Time Decision,2nd Season,"Indianapolis, IN"
3149010,Chandler Hutchison,247,4019459.0,https://www.espn.com/nba/player/_/id/3149010/chandler-hutchison,,Small Forward,,4/26/1996,Boise St,"2018: Rd 1, Pk 22 (CHI)",,,"Mission Viejo, CA"
4395698,Kira Lewis Jr.,248,4004280.0,https://www.espn.com/nba/player/_/id/4395698/kira-lewis-jr.,New Orleans Pelicans,Point Guard,"6' 1"", 170 lbs",4/6/2001 (22),Alabama,"2020: Rd 1, Pk 13 (NO)",Active,2nd Season,"Meridianville, AL"
3919454,Terence Davis,249,4000000.0,https://www.espn.com/nba/player/_/id/3919454/terence-davis,Sacramento Kings,Shooting Guard,"6' 4"", 201 lbs",5/16/1997 (26),Ole Miss,,Active,3rd Season,"Southaven, MS"
3438,George Hill,250,4000000.0,https://www.espn.com/nba/player/_/id/3438/george-hill,Indiana Pacers,Point Guard,"6' 4"", 188 lbs",5/4/1986 (37),IUPUI,"2008: Rd 1, Pk 26 (SA)",Active,14th Season,"Indianapolis, IN"
4592402,Chris Duarte,251,3936960.0,https://www.espn.com/nba/player/_/id/4592402/chris-duarte,Indiana Pacers,Shooting Guard,"6' 5"", 190 lbs",6/13/1997 (26),Oregon,"2021: Rd 1, Pk 13 (IND)",Active,1st Season,"Puerto Plata, Dominican Republic"
4397018,Ochai Agbaji,252,3918360.0,https://www.espn.com/nba/player/_/id/4397018/ochai-agbaji,Utah Jazz,Guard,"6' 5"", 215 lbs",4/20/2000 (23),Kansas,"2022: Rd 1, Pk 14 (CLE)",Active,Rookie,"Kansas City, MO"
2596107,Alex Len,253,3918000.0,https://www.espn.com/nba/player/_/id/2596107/alex-len,Sacramento Kings,Center,"7' 1"", 250 lbs",6/16/1993 (30),Maryland,"2013: Rd 1, Pk 5 (PHX)",Active,9th Season,"Antratsit, Ukraine"
4277956,Jordan Poole,254,3901399.0,https://www.espn.com/nba/player/_/id/4277956/jordan-poole,Golden State Warriors,Shooting Guard,"6' 4"", 194 lbs",6/19/1999 (24),Michigan,"2019: Rd 1, Pk 28 (GS)",Active,3rd Season,"Milwaukee, WI"
4395723,Keldon Johnson,255,3873025.0,https://www.espn.com/nba/player/_/id/4395723/keldon-johnson,San Antonio Spurs,Small Forward,"6' 5"", 220 lbs",10/11/1999 (23),Kentucky,"2019: Rd 1, Pk 29 (SA)",Active,3rd Season,"South Hill, VA"
4396909,Aaron Nesmith,256,3804360.0,https://www.espn.com/nba/player/_/id/4396909/aaron-nesmith,Indiana Pacers,Small Forward,"6' 5"", 215 lbs",10/16/1999 (23),Vanderbilt,"2020: Rd 1, Pk 14 (BOS)",Active,2nd Season,"Charleston, SC"
4701232,Mark Williams,257,3722040.0,https://www.espn.com/nba/player/_/id/4701232/mark-williams,Charlotte Hornets,Center,"7' 0"", 240 lbs",12/16/2001 (21),Duke,"2022: Rd 1, Pk 15 (CHA)",Game Time Decision,Rookie,"Virginia Beach, VA"
3929321,Gabriel Deck,258,3676852.0,https://www.espn.com/nba/player/_/id/3929321/gabriel-deck,,Small Forward,,2/8/1995,,,,,
4432809,Cole Anthony,259,3613680.0,https://www.espn.com/nba/player/_/id/4432809/cole-anthony,Orlando Magic,Point Guard,"6' 3"", 185 lbs",5/15/2000 (23),North Carolina,"2020: Rd 1, Pk 15 (ORL)",Active,2nd Season,"New York, NY"
4423314,Sekou Doumbouya,260,3613680.0,https://www.espn.com/nba/player/_/id/4423314/sekou-doumbouya,,Small Forward,,12/23/2000,,"2019: Rd 1, Pk 15 (DET)",,,"Conakry, Guinea"
4432171,Moses Moody,261,3562200.0,https://www.espn.com/nba/player/_/id/4432171/moses-moody,Golden State Warriors,Shooting Guard,"6' 5"", 211 lbs",5/31/2002 (21),Arkansas,"2021: Rd 1, Pk 14 (GS)",Active,1st Season,"Little Rock, AR"
4280151,Corey Kispert,262,3552960.0,https://www.espn.com/nba/player/_/id/4280151/corey-kispert,Washington Wizards,Small Forward,"6' 6"", 224 lbs",3/3/1999 (24),Gonzaga,"2021: Rd 1, Pk 15 (WSH)",Active,1st Season,"Edmonds, WA"
4432585,AJ Griffin,263,3536160.0,https://www.espn.com/nba/player/_/id/4432585/aj-griffin,Atlanta Hawks,Forward,"6' 6"", 220 lbs",8/25/2003 (19),Duke,"2022: Rd 1, Pk 16 (ATL)",Active,Rookie,"White Plains, NY"
2490089,Mike Muscala,264,3500000.0,https://www.espn.com/nba/player/_/id/2490089/mike-muscala,Washington Wizards,Center,"6' 11"", 240 lbs",7/1/1991 (32),Bucknell,"2013: Rd 2, Pk 44 (DAL)",Active,9th Season,"Saint Louis Park, MN"
2990969,Georges Niang,265,3465000.0,https://www.espn.com/nba/player/_/id/2990969/georges-niang,Cleveland Cavaliers,Small Forward,"6' 7"", 230 lbs",6/17/1993 (30),Iowa State,"2016: Rd 2, Pk 50 (IND)",Active,6th Season,"Methuen, MA"
4278052,Chuma Okeke,266,3433320.0,https://www.espn.com/nba/player/_/id/4278052/chuma-okeke,Orlando Magic,Power Forward,"6' 8"", 229 lbs",8/18/1998 (24),Auburn,"2019: Rd 1, Pk 16 (ORL)",Active,2nd Season,"Atlanta, GA"
4432810,Isaiah Stewart,267,3433320.0,https://www.espn.com/nba/player/_/id/4432810/isaiah-stewart,Detroit Pistons,Center,"6' 8"", 250 lbs",5/22/2001 (22),Washington,"2020: Rd 1, Pk 16 (POR)",Game Time Decision,2nd Season,"Rochester, NY"
4066387,Amir Coffey,268,3395062.0,https://www.espn.com/nba/player/_/id/4066387/amir-coffey,LA Clippers,Shooting Guard,"6' 7"", 210 lbs",6/17/1997 (26),Minnesota,,Active,3rd Season,"Hopkins, MN"
4871144,Alperen Sengun,269,3375480.0,https://www.espn.com/nba/player/_/id/4871144/alperen-sengun,Houston Rockets,Center,"6' 11"", 243 lbs",7/25/2002 (20),,"2021: Rd 1, Pk 16 (OKC)",Active,1st Season,
4433192,Tari Eason,270,3309160.0,https://www.espn.com/nba/player/_/id/4433192/tari-eason,Houston Rockets,Forward,"6' 8"", 215 lbs",5/10/2001 (22),LSU,"2022: Rd 1, Pk 17 (HOU)",Active,Rookie,"Los Angeles, CA"
4683018,Aleksej Pokusevski,271,3261480.0,https://www.espn.com/nba/player/_/id/4683018/aleksej-pokusevski,Oklahoma City Thunder,Forward,"7' 0"", 190 lbs",12/26/2001 (21),,"2020: Rd 1, Pk 17 (MIN)",Game Time Decision,2nd Season,"Sabac, Serbia"
2579260,Trey Burke,272,3243750.0,https://www.espn.com/nba/player/_/id/2579260/trey-burke,,Point Guard,,11/12/1992,Michigan,"2013: Rd 1, Pk 9 (MIN)",,,"Columbus, OH"
4397140,Kevin Porter Jr.,273,3217631.0,https://www.espn.com/nba/player/_/id/4397140/kevin-porter-jr.,Houston Rockets,Shooting Guard,"6' 4"", 203 lbs",5/4/2000 (23),USC,"2019: Rd 1, Pk 30 (MIL)",Active,3rd Season,"Seattle, WA"
4397688,Trey Murphy III,274,3206640.0,https://www.espn.com/nba/player/_/id/4397688/trey-murphy-iii,New Orleans Pelicans,Shooting Guard,"6' 8"", 206 lbs",6/18/2000 (23),Virginia,"2021: Rd 1, Pk 17 (MEM)",Active,1st Season,"Durham, NC"
3899664,Simone Fontecchio,275,3205128.0,https://www.espn.com/nba/player/_/id/3899664/simone-fontecchio,Utah Jazz,Forward,"6' 7"", 209 lbs",12/9/1995 (27),,,Active,Rookie,"L'aquila, Italy"
3936099,Derrick Jones Jr.,276,3200000.0,https://www.espn.com/nba/player/_/id/3936099/derrick-jones-jr.,Chicago Bulls,Small Forward,"6' 6"", 210 lbs",2/15/1997 (26),UNLV,,Active,6th Season,"Chester, PA"
6585,Andre Drummond,277,3200000.0,https://www.espn.com/nba/player/_/id/6585/andre-drummond,Chicago Bulls,Center,"6' 11"", 279 lbs",8/10/1993 (29),UConn,"2012: Rd 1, Pk 9 (DET)",Active,10th Season,"Mount Vernon, NY"
4433159,Dalen Terry,278,3191400.0,https://www.espn.com/nba/player/_/id/4433159/dalen-terry,Chicago Bulls,Forward,"6' 7"", 195 lbs",7/12/2002 (20),Arizona,"2022: Rd 1, Pk 18 (CHI)",Active,Rookie,"Phoenix, AZ"
3449,Kevin Love,279,3114138.0,https://www.espn.com/nba/player/_/id/3449/kevin-love,Miami Heat,Power Forward,"6' 8"", 251 lbs",9/7/1988 (34),UCLA,"2008: Rd 1, Pk 5 (MEM)",Active,14th Season,"Santa Monica, CA"
4432811,Josh Green,280,3098400.0,https://www.espn.com/nba/player/_/id/4432811/josh-green,Dallas Mavericks,Shooting Guard,"6' 7"", 200 lbs",11/16/2000 (22),Arizona,"2020: Rd 1, Pk 18 (DAL)",Active,2nd Season,"Sydney, NSW"
4592691,Jake LaRavia,281,3047640.0,https://www.espn.com/nba/player/_/id/4592691/jake-laravia,Memphis Grizzlies,Forward,"6' 8"", 235 lbs",11/3/2001 (21),Wake Forest,"2022: Rd 1, Pk 19 (MIN)",Game Time Decision,Rookie,"Indianapolis, IN"
4432819,Tre Mann,282,3046200.0,https://www.espn.com/nba/player/_/id/4432819/tre-mann,Oklahoma City Thunder,Point Guard,"6' 3"", 178 lbs",2/3/2001 (22),Florida,"2021: Rd 1, Pk 18 (OKC)",Active,1st Season,"Gainesville, FL"
3057187,Sterling Brown,283,3000000.0,https://www.espn.com/nba/player/_/id/3057187/sterling-brown,,Small Forward,,2/10/1995,SMU,"2017: Rd 2, Pk 46 (PHI)",,,"Maywood, IL"
4277883,Jordan Nwora,284,3000000.0,https://www.espn.com/nba/player/_/id/4277883/jordan-nwora,Indiana Pacers,Small Forward,"6' 8"", 225 lbs",9/9/1998 (24),Louisville,"2020: Rd 2, Pk 45 (MIL)",Active,2nd Season,"Buffalo, NY"
4423309,Luka Samanic,285,2959080.0,https://www.espn.com/nba/player/_/id/4423309/luka-samanic,Utah Jazz,Forward,"6' 10"", 227 lbs",1/9/2000 (23),,"2019: Rd 1, Pk 19 (SA)",Active,Rookie,"Zagreb, Croatia"
4397136,Saddiq Bey,286,2959080.0,https://www.espn.com/nba/player/_/id/4397136/saddiq-bey,Atlanta Hawks,Small Forward,"6' 7"", 215 lbs",4/9/1999 (24),Villanova,"2020: Rd 1, Pk 19 (BKN)",Active,2nd Season,"Largo, MD"
4565201,Malaki Branham,287,2925600.0,https://www.espn.com/nba/player/_/id/4565201/malaki-branham,San Antonio Spurs,Guard,"6' 4"", 180 lbs",5/12/2003 (20),Ohio State,"2022: Rd 1, Pk 20 (SA)",Active,Rookie,"Columbus, OH"
4431699,Kai Jones,288,2909040.0,https://www.espn.com/nba/player/_/id/4431699/kai-jones,Charlotte Hornets,Power Forward,"6' 11"", 221 lbs",1/19/2001 (22),Texas,"2021: Rd 1, Pk 19 (NY)",Active,1st Season,"Nassau, Bahamas"
4431679,Precious Achiuwa,289,2840160.0,https://www.espn.com/nba/player/_/id/4431679/precious-achiuwa,Toronto Raptors,Power Forward,"6' 8"", 225 lbs",9/19/1999 (23),Memphis,"2020: Rd 1, Pk 20 (MIA)",Active,2nd Season,"Queens, NY"
4431767,Christian Braun,290,2808600.0,https://www.espn.com/nba/player/_/id/4431767/christian-braun,Denver Nuggets,Guard,"6' 6"", 220 lbs",4/17/2001 (22),Kansas,"2022: Rd 1, Pk 21 (DEN)",Active,Rookie,"Burlington, KS"
4701230,Jalen Johnson,291,2792640.0,https://www.espn.com/nba/player/_/id/4701230/jalen-johnson,Atlanta Hawks,Small Forward,"6' 8"", 219 lbs",12/18/2001 (21),Duke,"2021: Rd 1, Pk 20 (ATL)",Active,1st Season,"Milwaukee, WI"
4431678,Tyrese Maxey,292,2726880.0,https://www.espn.com/nba/player/_/id/4431678/tyrese-maxey,Philadelphia 76ers,Point Guard,"6' 2"", 200 lbs",11/4/2000 (22),Kentucky,"2020: Rd 1, Pk 21 (PHI)",Active,2nd Season,"Garland, TX"
4277952,Bruno Fernando,293,2717391.0,https://www.espn.com/nba/player/_/id/4277952/bruno-fernando,Atlanta Hawks,Power Forward,"6' 10"", 240 lbs",8/15/1998 (24),Maryland,"2019: Rd 2, Pk 34 (PHI)",Active,3rd Season,"Luanda, Angola"
3136196,Trey Lyles,294,2700000.0,https://www.espn.com/nba/player/_/id/3136196/trey-lyles,Sacramento Kings,Power Forward,"6' 9"", 234 lbs",11/5/1995 (27),Kentucky,"2015: Rd 1, Pk 12 (UTAH)",Active,7th Season,"Indianapolis, IN"
4433136,Walker Kessler,295,2696400.0,https://www.espn.com/nba/player/_/id/4433136/walker-kessler,Utah Jazz,Center,"7' 0"", 245 lbs",7/26/2001 (21),Auburn,"2022: Rd 1, Pk 22 (MEM)",Game Time Decision,Rookie,"Newnan, GA"
3206,Marc Gasol,296,2692991.0,https://www.espn.com/nba/player/_/id/3206/marc-gasol,,Center,,1/29/1985,,"2007: Rd 2, Pk 48 (LAL)",,,"Barcelona, Spain"
3276,Anthony Tolliver,297,2692991.0,https://www.espn.com/nba/player/_/id/3276/anthony-tolliver,,Power Forward,,6/1/1985,Creighton,,,,"Springfield, MO"
4432192,Keon Johnson,298,2681040.0,https://www.espn.com/nba/player/_/id/4432192/keon-johnson,Portland Trail Blazers,Shooting Guard,"6' 3"", 185 lbs",3/10/2002 (21),Tennessee,"2021: Rd 1, Pk 21 (NY)",Active,Rookie,"Shelbyville, TN"
4397886,Charles Bassey,299,2600000.0,https://www.espn.com/nba/player/_/id/4397886/charles-bassey,San Antonio Spurs,Center,"6' 9"", 230 lbs",10/28/2000 (22),Western KY,"2021: Rd 2, Pk 53 (PHI)",Game Time Decision,1st Season,"Lagos, Nigeria"
4593041,David Roddy,300,2588640.0,https://www.espn.com/nba/player/_/id/4593041/david-roddy,Memphis Grizzlies,Forward,"6' 5"", 255 lbs",3/27/2001 (22),Colorado St,"2022: Rd 1, Pk 23 (PHI)",Active,Rookie,"Minneapolis, MN"
4432170,Isaiah Jackson,301,2573760.0,https://www.espn.com/nba/player/_/id/4432170/isaiah-jackson,Indiana Pacers,Small Forward,"6' 9"", 205 lbs",1/10/2002 (21),Kentucky,"2021: Rd 1, Pk 22 (LAL)",Active,1st Season,"Pontiac, MI"
4431690,Zeke Nnaji,302,2498760.0,https://www.espn.com/nba/player/_/id/4431690/zeke-nnaji,Denver Nuggets,Power Forward,"6' 9"", 240 lbs",1/9/2001 (22),Arizona,"2020: Rd 1, Pk 22 (DEN)",Active,2nd Season,"Lakeville, MN"
4432179,MarJon Beauchamp,303,2485200.0,https://www.espn.com/nba/player/_/id/4432179/marjon-beauchamp,Milwaukee Bucks,Forward,"6' 7"", 199 lbs",10/12/2000 (22),,"2022: Rd 1, Pk 24 (MIL)",Active,Rookie,
4871143,Usman Garuba,304,2471160.0,https://www.espn.com/nba/player/_/id/4871143/usman-garuba,Houston Rockets,Power Forward,"6' 8"", 229 lbs",3/9/2002 (21),,"2021: Rd 1, Pk 23 (HOU)",Active,1st Season,
2991055,Montrezl Harrell,305,2463490.0,https://www.espn.com/nba/player/_/id/2991055/montrezl-harrell,Philadelphia 76ers,Center,"6' 7"", 240 lbs",1/26/1994 (29),Louisville,"2015: Rd 2, Pk 32 (HOU)",Active,7th Season,"Tarboro, NC"
2999409,Willy Hernangomez,306,2443581.0,https://www.espn.com/nba/player/_/id/2999409/willy-hernangomez,New Orleans Pelicans,Center,"6' 11"", 250 lbs",5/27/1994 (29),,"2015: Rd 2, Pk 35 (PHI)",Active,6th Season,"Madrid, Spain"
4683935,Blake Wesley,307,2385480.0,https://www.espn.com/nba/player/_/id/4683935/blake-wesley,San Antonio Spurs,Guard,"6' 4"", 185 lbs",3/16/2003 (20),Notre Dame,"2022: Rd 1, Pk 25 (SA)",Active,Rookie,"South Bend, IN"
4432168,Josh Christopher,308,2372160.0,https://www.espn.com/nba/player/_/id/4432168/josh-christopher,Houston Rockets,Shooting Guard,"6' 4"", 215 lbs",12/8/2001 (21),Arizona St,,Active,1st Season,"Carson, CA"
4683025,Leandro Bolmaro,309,2353320.0,https://www.espn.com/nba/player/_/id/4683025/leandro-bolmaro,,Forward,,9/11/2000,,"2020: Rd 1, Pk 23 (NY)",,,"Buenos Aires, Argentina"
4395724,Immanuel Quickley,310,2316240.0,https://www.espn.com/nba/player/_/id/4395724/immanuel-quickley,New York Knicks,Shooting Guard,"6' 3"", 190 lbs",6/17/1999 (24),Kentucky,"2020: Rd 1, Pk 25 (OKC)",Game Time Decision,2nd Season,"Havre De Grace, MD"
4592187,Wendell Moore Jr.,311,2306520.0,https://www.espn.com/nba/player/_/id/4592187/wendell-moore-jr.,Minnesota Timberwolves,Guard,"6' 5"", 215 lbs",9/18/2001 (21),Duke,"2022: Rd 1, Pk 26 (DAL)",Active,Rookie,"Charlotte, NC"
3134932,John Konchar,312,2300000.0,https://www.espn.com/nba/player/_/id/3134932/john-konchar,Memphis Grizzlies,Shooting Guard,"6' 5"", 210 lbs",3/22/1996 (27),Purdue FW,,Active,3rd Season,"West Chicago, IL"
3064559,Damian Jones,313,2298385.0,https://www.espn.com/nba/player/_/id/3064559/damian-jones,Utah Jazz,Center,"6' 11"", 245 lbs",6/30/1995 (28),Vanderbilt,"2016: Rd 1, Pk 30 (GS)",Active,6th Season,"Baton Rouge, LA"
4397014,Quentin Grimes,314,2277000.0,https://www.espn.com/nba/player/_/id/4397014/quentin-grimes,New York Knicks,Shooting Guard,"6' 4"", 210 lbs",5/8/2000 (23),Houston,"2021: Rd 1, Pk 25 (LAC)",Active,1st Season,"The Woodlands, TX"
4395712,Andrew Nembhard,315,2244111.0,https://www.espn.com/nba/player/_/id/4395712/andrew-nembhard,Indiana Pacers,Point Guard,"6' 3"", 191 lbs",1/16/2000 (23),Gonzaga,"2022: Rd 2, Pk 31 (IND)",Active,Rookie,"Aurora, ON"
4997528,Nikola Jovic,316,2239920.0,https://www.espn.com/nba/player/_/id/4997528/nikola-jovic,Miami Heat,Forward,"6' 10"", 205 lbs",6/9/2003 (20),,"2022: Rd 1, Pk 27 (MIA)",Active,Rookie,
4066354,Payton Pritchard,317,2239200.0,https://www.espn.com/nba/player/_/id/4066354/payton-pritchard,Boston Celtics,Point Guard,"6' 1"", 195 lbs",1/28/1998 (25),Oregon,"2020: Rd 1, Pk 26 (BOS)",Active,2nd Season,"West Linn, OR"
